"","regCodeExt","tumorType","metaCondition","condition","conditionCode","context","contextCode","regName","continuous","noCycles_Original","regString","shortString"
"11","1.126.106.1","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"Paclitaxel, nanoparticle albumin-bound & Bevacizumab",TRUE,"Cont.","14.Bevacizumab;0.Paclitaxel;0.nanoparticlealbumin-bound(Abraxane);7.Paclitaxel;0.nanoparticlealbumin-bound(Abraxane);7.Bevacizumab;0.Paclitaxel;0.nanoparticlealbumin-bound(Abraxane);14.Bevacizumab;0.Paclitaxel;0.nanoparticlealbumin-bound(Abraxane);7.Paclitaxel;0.nanoparticlealbumin-bound(Abraxane);7.Bevacizumab;0.Paclitaxel;0.nanoparticlealbumin-bound(Abraxane);","14.Bevacizumab;0.Paclitaxel;0.nanoparticlealbumin-bound(Abraxane);7.Paclitaxel;0.nanoparticlealbumin-bound(Abraxane);7.Bevacizumab;0.Paclitaxel;0.nanoparticlealbumin-bound(Abraxane);"
"12","1.126.106.2","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"Paclitaxel, nanoparticle albumin-bound & Bevacizumab",TRUE,"Cont.","21.Bevacizumab;0.Paclitaxel;0.nanoparticlealbumin-bound(Abraxane);21.Bevacizumab;0.Paclitaxel;0.nanoparticlealbumin-bound(Abraxane);","21.Bevacizumab;0.Paclitaxel;0.nanoparticlealbumin-bound(Abraxane);"
"13","1.126.107.1","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"Pemetrexed monotherapy",TRUE,"Cont.","21.Pemetrexted;21.Pemetrexted;","21.Pemetrexted;21.Pemetrexted;"
"14","1.126.107.2","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"Pemetrexed monotherapy",TRUE,"Cont.","14.Pemetrexted;14.Pemetrexted;","14.Pemetrexted;14.Pemetrexted;"
"15","1.126.108.1","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"S-1 monotherapy",TRUE,"Cont.","15.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;15.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;","15.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;"
"16","1.126.109.1","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"Capecitabine & Docetaxel (TX)",TRUE,"Cont.","8.Capecitabine;0.Docetaxel;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;8.Capecitabine;0.Docetaxel;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;","8.Capecitabine;0.Docetaxel;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;"
"17","1.126.110.1","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"Epirubicin & Vinorelbine (VE)",TRUE,"Cont.","14.Epirubicin;0.Vinorelbine;7.Vinorelbine;14.Epirubicin;0.Vinorelbine;7.Vinorelbine;","14.Epirubicin;0.Vinorelbine;7.Vinorelbine;"
"18","1.126.75.1","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"Cyclophosphamide & Doxorubicin (AC)",FALSE,"6","21.Cyclophosphamide;0.Doxorubicin;21.Cyclophosphamide;0.Doxorubicin;","21.Cyclophosphamide;0.Doxorubicin;"
"19","1.126.75.2","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"Cyclophosphamide & Doxorubicin (AC)",FALSE,"6","28.Cyclophosphamide;0.Doxorubicin;28.Cyclophosphamide;0.Doxorubicin;","28.Cyclophosphamide;0.Doxorubicin;"
"20","1.126.75.3","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"Cyclophosphamide & Doxorubicin (AC)",FALSE,"9","21.Cyclophosphamide;0.Doxorubicin;21.Cyclophosphamide;0.Doxorubicin;","21.Cyclophosphamide;0.Doxorubicin;"
"21","1.126.75.4","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"Cyclophosphamide & Doxorubicin (AC)",FALSE,"7","21.Cyclophosphamide;0.Doxorubicin;21.Cyclophosphamide;0.Doxorubicin;","21.Cyclophosphamide;0.Doxorubicin;"
"22","1.126.75.5","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"Cyclophosphamide & Doxorubicin (AC)",FALSE,"8","21.Cyclophosphamide;0.Doxorubicin;21.Cyclophosphamide;0.Doxorubicin;","21.Cyclophosphamide;0.Doxorubicin;"
"23","1.126.75.6","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"Cyclophosphamide & Doxorubicin (AC)",FALSE,"9","21.Cyclophosphamide;0.Doxorubicin;21.Cyclophosphamide;0.Doxorubicin;","21.Cyclophosphamide;0.Doxorubicin;"
"24","1.126.76.1","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"Cyclophosphamide & Doxorubicin (AC) & Bevacizumab",FALSE,"8","21.Bevacizumab;0.Cyclophosphamide;0.Doxorubicin;21.Bevacizumab;0.Cyclophosphamide;0.Doxorubicin;","21.Bevacizumab;0.Cyclophosphamide;0.Doxorubicin;"
"25","1.126.76.2","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"Cyclophosphamide & Doxorubicin (AC) & Bevacizumab",FALSE,"4","21.Bevacizumab;0.Cyclophosphamide;0.Doxorubicin;21.Bevacizumab;0.Cyclophosphamide;0.Doxorubicin;","21.Bevacizumab;0.Cyclophosphamide;0.Doxorubicin;"
"26","1.126.77.1","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"Capecitabine monotherapy",TRUE,"Cont.","1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;","1.Capecitabine;1.Capecitabine;"
"27","1.126.77.2","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"Capecitabine monotherapy",FALSE,"8","1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;","1.Capecitabine;1.Capecitabine;"
"28","1.126.77.3","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"Capecitabine monotherapy",TRUE,"Cont.","8.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;8.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;","8.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;"
"29","1.126.78.1","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"Capecitabine & Bevacizumab",TRUE,"Cont.","8.Bevacizumab;0.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;8.Bevacizumab;0.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;","8.Bevacizumab;0.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;"
"30","1.126.79.1","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"Capecitabine & Paclitaxel",TRUE,"Cont.","8.Capecitabine;0.Paclitaxel;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;0.Paclitaxel;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;8.Capecitabine;0.Paclitaxel;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;0.Paclitaxel;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;","8.Capecitabine;0.Paclitaxel;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;0.Paclitaxel;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;"
"31","1.126.80.1","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"Capecitabine & Paclitaxel, nanoparticle albumin-bound",TRUE,"Cont.","7.Capecitabine;0.Paclitaxel;0.nanoparticlealbumin-bound(Abraxane);1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;0.Paclitaxel;0.nanoparticlealbumin-bound(Abraxane);1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;7.Capecitabine;0.Paclitaxel;0.nanoparticlealbumin-bound(Abraxane);1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;0.Paclitaxel;0.nanoparticlealbumin-bound(Abraxane);1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;","7.Capecitabine;0.Paclitaxel;0.nanoparticlealbumin-bound(Abraxane);1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;0.Paclitaxel;0.nanoparticlealbumin-bound(Abraxane);1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;"
"32","1.126.81.1","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"CMF",TRUE,"Cont.","21.Cyclophosphamide;0.Fluorouracil;0.Methotrexate;21.Cyclophosphamide;0.Fluorouracil;0.Methotrexate;","21.Cyclophosphamide;0.Fluorouracil;0.Methotrexate;"
"33","1.126.81.2","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"CMF",TRUE,"Cont.","15.Cyclophosphamide;0.Fluorouracil;0.Methotrexate;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;0.Fluorouracil;0.Methotrexate;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;15.Cyclophosphamide;0.Fluorouracil;0.Methotrexate;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;0.Fluorouracil;0.Methotrexate;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;","15.Cyclophosphamide;0.Fluorouracil;0.Methotrexate;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;0.Fluorouracil;0.Methotrexate;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;"
"34","1.126.82.1","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"Docetaxel monotherapy",TRUE,"Cont.","14.Docetaxel;7.Docetaxel;7.Docetaxel;14.Docetaxel;7.Docetaxel;7.Docetaxel;","14.Docetaxel;7.Docetaxel;7.Docetaxel;"
"35","1.126.82.2","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"Docetaxel monotherapy",TRUE,"Cont.","21.Docetaxel;7.Docetaxel;7.Docetaxel;7.Docetaxel;7.Docetaxel;7.Docetaxel;21.Docetaxel;7.Docetaxel;7.Docetaxel;7.Docetaxel;7.Docetaxel;7.Docetaxel;","21.Docetaxel;7.Docetaxel;7.Docetaxel;7.Docetaxel;7.Docetaxel;7.Docetaxel;"
"36","1.126.82.3","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"Docetaxel monotherapy",TRUE,"Cont.","21.Docetaxel;21.Docetaxel;","21.Docetaxel;21.Docetaxel;"
"37","1.126.82.4","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"Docetaxel monotherapy",TRUE,"Cont.","28.Docetaxel;28.Docetaxel;","28.Docetaxel;28.Docetaxel;"
"38","1.126.83.1","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"Docetaxel & Bevacizumab",TRUE,"Cont.","21.Bevacizumab;0.Docetaxel;21.Bevacizumab;0.Docetaxel;","21.Bevacizumab;0.Docetaxel;"
"39","1.126.84.1","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"Docetaxel & Doxorubicin (AT)",FALSE,"6","21.Docetaxel;0.Doxorubicin;21.Docetaxel;0.Doxorubicin;","21.Docetaxel;0.Doxorubicin;"
"40","1.126.84.2","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"Docetaxel & Doxorubicin (AT)",FALSE,"8","21.Docetaxel;0.Doxorubicin;21.Docetaxel;0.Doxorubicin;","21.Docetaxel;0.Doxorubicin;"
"41","1.126.85.1","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"Docetaxel & Epirubicin (DE)",FALSE,"8","21.Docetaxel;0.Epirubicin;21.Docetaxel;0.Epirubicin;","21.Docetaxel;0.Epirubicin;"
"42","1.126.85.2","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"Docetaxel & Epirubicin (DE)",TRUE,"Cont.","21.Docetaxel;0.Epirubicin;21.Docetaxel;0.Epirubicin;","21.Docetaxel;0.Epirubicin;"
"43","1.126.86.1","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"Docetaxel & Gemcitabine",TRUE,"Cont.","14.Doxorubicin;0.Gemcitabine;7.Gemcitabine;14.Doxorubicin;0.Gemcitabine;7.Gemcitabine;","14.Doxorubicin;0.Gemcitabine;7.Gemcitabine;"
"44","1.126.86.2","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"Docetaxel & Gemcitabine",TRUE,"Cont.","14.Gemcitabine;7.Doxorubicin;0.Gemcitabine;14.Gemcitabine;7.Doxorubicin;0.Gemcitabine;","14.Gemcitabine;7.Doxorubicin;0.Gemcitabine;"
"45","1.126.87.1","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"Doxorubicin monotherapy",TRUE,"Cont.","7.Doxorubicin;7.Doxorubicin;","7.Doxorubicin;7.Doxorubicin;"
"46","1.126.87.2","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"Doxorubicin monotherapy",TRUE,"Cont.","21.Doxorubicin;21.Doxorubicin;","21.Doxorubicin;21.Doxorubicin;"
"47","1.126.87.3","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"Doxorubicin monotherapy",FALSE,"7","21.Doxorubicin;21.Doxorubicin;","21.Doxorubicin;21.Doxorubicin;"
"48","1.126.88.1","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"Doxorubicin & Paclitaxel (AT)",TRUE,"Cont.","21.Doxorubicin;0.Paclitaxel;21.Doxorubicin;0.Paclitaxel;","21.Doxorubicin;0.Paclitaxel;"
"49","1.126.88.2","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"Doxorubicin & Paclitaxel (AT)",FALSE,"8","21.Doxorubicin;0.Paclitaxel;21.Doxorubicin;0.Paclitaxel;","21.Doxorubicin;0.Paclitaxel;"
"50","1.126.88.3","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"Doxorubicin & Paclitaxel (AT)",FALSE,"8","20.Doxorubicin;1.Paclitaxel;20.Doxorubicin;1.Paclitaxel;","20.Doxorubicin;1.Paclitaxel;"
"51","1.126.88.4","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"Doxorubicin & Paclitaxel (AT)",TRUE,"Cont.","20.Doxorubicin;0.Paclitaxel;1.Paclitaxel;20.Doxorubicin;0.Paclitaxel;1.Paclitaxel;","20.Doxorubicin;0.Paclitaxel;1.Paclitaxel;"
"52","1.126.89.1","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"Pegylated liposomal doxorubicin monotherapy",FALSE,"6","28.Pegylatedliposomaldoxorubicin;28.Pegylatedliposomaldoxorubicin;","28.Pegylatedliposomaldoxorubicin;28.Pegylatedliposomaldoxorubicin;"
